# Post-audit correction ledger for the cold audit of corpus 2330d63a5.
# One row per standing audit finding; every one of the 104 appears exactly once.
# Dispositions: fixed | withdrawn-after-new-evidence | blocked-source | maintainer-disposition
finding_id	claim_id	severity	audit_result	correction_disposition	source_record	source_locus	changed_claim_or_scope	changed_files	correction_summary	test_or_check	re_review_required	notes
LEAD-008	gap:Num	minor	CHANGES_REQUIRED	fixed	https://www.newadvent.org/cathen/11150a.htm, 11151a.htm, 11151b.htm, 11152a.htm - all fetched 2026-08-27	The four New Advent article numbers adjacent to 11151a	gaps.undated-in-tradition.Num	src/sources/chronology/gaps.yaml	"The neighbouring article numbers are unassigned" is false on its plain reading: 11150a and 11152a are assigned articles and only 11151b is not. The clause is replaced by what is actually true and is what the row means - that no neighbouring number carries an article on the book - with each number and title named so a reviewer can check it in four requests. The row's substantive claim is untouched.		yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. OVERLAPPING TEXT: this edit and F-013's touch the same Numbers row but disjoint spans - F-013 appends to `sources:`, this one rewrites a clause inside `reason:`. They were applied together against a working copy of gaps.yaml in the package order (F-001, F-005, F-010, F-012, F-013, F-021, LEAD-008) and every `old` matched exactly once; the resulting file still parses as YAML. LEAD-008 also asked for the index pages to be registered and named; that half is carried by F-013's edit and record proposals, and by F-012's for the Genesis row, so it is not duplicated here. The Exodus row's parallel claim about the index for E is NOT touched: that row is not in this package. The record shape for it, if the lead wants it in the same edition, is artifact.catholic-encyclopedia.new-advent-index.newadvent-web-2026-08-27.index-e-<sha[:8]> against https://www.newadvent.org/cathen/e.htm, hashed at fetch time; the hash is deliberately not stated here because I did not fetch that page.
LEAD-012	unit:composition.book-of-ecclesiasticus.greek#0 (scope {system: greek, book: Ecclus}); scripts/_chronology.py §3.0 load-time gate	minor	CHANGES_REQUIRED	fixed		scripts/_chronology.py _refuse_duplicated_native_scopes	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py	The gate walks every locus the witness prints inside a native span rather than probing span.first, and refuses a duplicated FACT rather than a safe correspondence. It asks the module that owns the system which kind it is: a psalter renumbering (hebrew, _psalms) may never date natively where the concordance carries; a witness to another text (greek, world-english-catholic, _deuterocanon) is refused only where it would restate a claim the preferred locus already holds. The Greek Sirach scope survives, as the audit and directions §15 require.	LoadRefusalTests.test_a_native_span_is_validated_past_its_first_locus; LoadRefusalTests.test_a_psalter_numbering_may_never_date_a_psalm_natively; TrackedHardCaseTests.test_a_witness_to_a_different_text_may_date_it_where_it_corresponds	yes	The mixed-span fixture is demonstrated to load under the old one-locus gate and to be refused by the new one. Commit 9d999c94f.
LEAD-018	event:life-of-christ.crucifixion (subject note, src/sources/chronology/events.yaml:352-354)	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:Mark.15.33	Mark 15:33, tracked Douay	event:life-of-christ.crucifixion (subject note only)	src/sources/chronology/events.yaml	The remembered string is replaced by the verse as the tracked Douay prints it. "From the sixth hour to the ninth hour" stands in no verse of the tracked Douay; Matthew 27:45 is nearest — "Now from the sixth hour, there was darkness over the whole earth, until the ninth hour" — but the note cites Mark. No date, precision or disposition changes.		yes	APPLIED ALREADY — DO NOT RE-APPLY. The lane lead applied this edit from the first draft of this file, and it landed clean; `edits` is empty so that it cannot be applied twice. All three quotations in that clause were read at source before anything was proposed. Mark 15:25 is "And it was the third hour: and they crucified him.", so the note's quotation from "it was" is an exact substring and is right. John 19:14 is "And it was the parasceve of the pasch, about the sixth hour", so "about the sixth hour" is exact. Only the middle one was wrong, sitting between two that are exact, which is the invisibility the finding describes. Matthew 27:45 and Luke 23:44 were read too, so that the substitution could not be mistaken for a citation slip.
N-008	translation-independent-identity/separate-axes/native-coverage-histogram	minor	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
N-009	translation-independent-identity/B/tool-example-note	minor	CHANGES_REQUIRED	fixed		tools/scripture-chronology EXAMPLES['query']	no data changed	tools/scripture-chronology	Same literal, same correction as D-005.	tools/tpt scripture-chronology query Ecclus.35.1 --system greek (exits 0)	yes	Verified by running the command. Commit 41e7fe0bb.
P-012	event:israel.exile.third-captivity#0	minor	CHANGES_REQUIRED	withdrawn-after-new-evidence	src/sources/chronology/events.yaml at HEAD 41e7fe0bb, against the same passage record and page image	Haydock facsimile PDF p. 776 (printed p. 740), note at Ps 70:1	event:israel.exile.third-captivity#0	src/sources/chronology/events.yaml	Withdrawn for the same reason as LEAD-001, of which this is a second reviewer's report of the identical defect on the identical claim: the misquotation in the basis of event:israel.exile.third-captivity#0 was already corrected in the tree at commit 41e7fe0bb. Nothing to apply.		yes	Everything else P-012 affirms was re-checked at HEAD and stands: the A.M. 3416 figure, the Usher attribution, the `preferred` disposition, and the refusal to convert the era. The disposition also survives the hierarchy test the finding raises: 4 Kings 25:4-21 carries no year within this event's own scope, and the nineteenth-year datum at 25:8 is scoped to the sibling event israel.exile.burning-of-the-temple, so a rank-6 A.M. figure standing `preferred` here does not invert the authority ranks. Note for the lead's ledger: LEAD-001, LEAD-002 and P-012 are three findings against two claims and one underlying sentence, and all three are discharged by the single commit 41e7fe0bb.
P-020	event:apostolic-age.exile-of-saint-john-to-patmos#0	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01594b-7f47696f; artifact.eusebius.ecclesiastical-history...newadvent-250103-4d77d36f; artifact.jerome.de-viris-illustribus.english-richardson-npnf2-3.newadvent-2708-85587778	CE "Apocalypse", section "Time and place"; Eusebius, Church History III.18.3 and III.18.5; Jerome, De viris illustribus 9	event:apostolic-age.exile-of-saint-john-to-patmos#0 (note and sources; the interval A.D. 81-96 is unchanged)	src/sources/chronology/events.yaml	The mis-named work is dropped and the attribution put where the evidence puts it. "Eusebius's Chronicle" appears in no source inspected for this claim: the fourteenth-year figure is the Catholic Encyclopedia's report of Eusebius, now quoted as the encyclopedia's sentence, and the retained Eusebius gives neither that figure nor that subject — Church History III.18 has Irenaeus's "at the end of the reign of Domitian" and a fifteenth year belonging to Flavia Domitilla. The two artifacts the note quotes verbatim are added to the claim's sources. THE EDIT BELOW IS A REPAIR — see notes.	tools/tpt scripture-chronology validate (both added records must resolve in the source library — they do)	yes	MY MISTAKE, AND IT IS LIVE IN THE WORKING TREE. The rewritten note landed correctly and the two source records were added, but the replaced block ended mid-sentence and the words "Apocalypse 1:9, the" were dropped with it, so the note now reads "... two different dates from one sentence. / verse everything is anchored to, carries no date, no emperor and no interval." The edit above restores the four missing words. SUBSTANCE: I went further than the finding's recommended wording, deliberately. Its rewrite — "Eusebius, chronicling Irenaeus's statement, adds the fourteenth of Domitian's reign" — would have kept the corpus asserting in its own voice something the retained Eusebius does not say; III.18 was read end to end and its only regnal figure is the FIFTEENTH year, about Flavia Domitilla. The sentence is therefore quoted as the encyclopedia's report, with the discrepancy recorded rather than smoothed. This matches how the corpus handles the same work elsewhere: two claims on the death of St Peter cite Eusebius's Chronicle through Kirsch's "St. Peter, Prince of the Apostles", i.e. as a ranked report, which is admissible; what was wrong here was naming it with no inspected source behind it. Both added artifacts were opened and their quotations checked verbatim.
P-025	event:israel.monarchy.birth-of-david#0	minor	CHANGES_REQUIRED	fixed	passage.catholic-encyclopedia.volume-4.new-york-1908.corbett-david-usual-chronology	"David, King", printed p. 642, opening paragraph; artifact page 722 of the facsimile, artifact_sha256 d1b059b1a2130727cc2e32f4b2fda59452f3d68bab05737ab69e8d3d8fd8037f	event:israel.monarchy.birth-of-david#0	src/sources/chronology/events.yaml	A passage record exists at the exact locus this claim turns on and was not named, which §11 requires wherever one exists. It is added beside the web artifact, which stays. The record is schema 2, carries states cataloged/acquired/inspected/verified, was verified on 2026-08-21 against the facsimile page image, and its context states precisely the qualification the claim's `disputed` disposition rests on. No date, label or disposition changes.		yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. The record was reopened and its fields confirmed: artifact_page_ranges [[722, 722]], verified_on 2026-08-21, segment_id segment.catholic-encyclopedia.volume-4.new-york-1908.david-king-john-corbett. It is a SCHEMA 2 passage; this is safe because the chronology corpus already cites schema 2 passages (all twelve Haydock passage records are schema 2), and the version 1/version 2 binding restriction in src/sources/schema/README.md governs source-library `bindings` records, not the chronology yaml. The finding's own aside was checked and needs no action: passage.catholic-encyclopedia.volume-8.new-york-1910.maas-journeys-six-seven-nine is likewise uncited, but it belongs to the "Jesus Christ" article 08374a, which no chronology claim cites, so nothing hangs on it. This edit also converts a one-line flow sequence to block style, a formatting change only.
S1-001	event:israel.monarchy.temple-begun#4	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", CE vol. 3 (1908); retained text line 173 (close of "The Exodus to the building of Solomon's Temple") and line 191 (close of "Building of the Temple to its destruction")	event:israel.monarchy.temple-begun#4 (already corrected)	src/sources/chronology/events.yaml	ALREADY APPLIED IN THE WORKING TREE and re-verified: the note now reads "at the close of its preceding section, 'The Exodus to the building of Solomon's Temple'" in place of "four paragraphs earlier". No further edit is proposed.		yes	Applied at 13:39 today, evidently from pkg-PROFILE E2-003, which is the same finding on the same claim. I checked the applied wording against the retained text: the 958 sentence does close "The Exodus to the building of Solomon's Temple" and the 969 sentence closes the next section, with a heading and seven paragraphs between them, so the new locator is true and no count is asserted. The applied text also adds that Howlett writes "the Temple was built" and not "begun" in the 969 sentence, which is correct in the retained text and is a real improvement. Nothing outstanding.
S2-003	event:life-of-christ.finding-in-the-temple#0	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:Luke.2.46	Luke 2:46, tracked Douay-Rheims, read with .scratch/cold-audit/verse.py	event:life-of-christ.finding-in-the-temple#0	src/sources/chronology/events.yaml	The note's quoted string is brought into line with the tracked Douay: "in the Temple" becomes "in the temple". Date, anchor, disposition and the Luke 2:42 basis quotation need no change.		yes	Read out of the tracked text, not from recollection. The capitalised form matches CE 08377a's rendering ("After three days, they found him in the Temple, sitting in the midst of the doctors"), not the Douay, and this claim cites Scripture alone; one character, but it is SS15.1(1)'s shape and the punctuation shows the tracked text was in fact read. I re-checked the basis quotation of Luke 2:42 in the tracked text and it is verbatim.
S2-008	unit:composition.gospel-of-john#0	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08438a-7620a92c	Fonck, "Gospel of St. John", CE vol. 8 (1910), retained text line 113, the two sentences opening the discussion of the date	unit:composition.gospel-of-john#0	src/sources/chronology/composition.yaml	The precision becomes interval 96-100 A.D., keeping the verbatim label, because the source prints no "about" and both bounds are its own; and the basis's prose slip is corrected - the no-certain-information admission is the preceding sentence, not the same one.	query John.3.16 --json must no longer render "about 96 A.D."	yes	The cap at 100 is the article's own "the last decade of the first century", which the same sentence prints and which "or to be still more precise" narrows within rather than away from; the floor is "96 or one of the succeeding years". `interval` is the right precision under SS10 - the writing fell somewhere within the window - and it also makes this claim the same shape as the sibling Durand claim, so the two disputed claims on the unit are now comparable. Dispositions are untouched: both stay disputed and none is preferred, and the unit-level note explaining that is unchanged and still true.
S2-009	event:apostolic-age.second-arrest-of-saint-paul#0	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	Prat, "St. Paul", CE vol. 11 (1911), retained text line 63, the table of the chief dates in the life of Paul	event:apostolic-age.second-arrest-of-saint-paul#0	src/sources/chronology/events.yaml	Precision changes from approximate-year to year, because the table prints an exact figure and no "about"; the note now records the article's own framing of the table, the SS10 rule, and the general caution the article states of the events it discusses before the table.		yes	I took the first of the two offered options, on two grounds read in the source. The "as far as they may be assigned approximate dates" sentence stands at retained line 45, inside the discussion of the events BEFORE the three synchronisms; the table is introduced separately at line 63 as the one in which "all certain or probable data seem to be satisfactorily taken into account". And the identical table string is already stored as precision year on the two composition units the finding names, so `year` removes the corpus's internal disagreement instead of deepening it. NOT FIXED HERE and worth a row of its own: the same split runs through "martyrdom, 67", stored as year on unit:composition.second-epistle-to-timothy#0 and as approximate-year on event:apostolic-age.martyrdom-of-saint-paul#0. That claim is outside this finding and I found no finding covering it in any package.
S3-001	event:life-of-christ.crucifixion#6	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:Mark.15.33	Mark 15:33, tracked Douay-Rheims, read with .scratch/cold-audit/verse.py; Matt 27:45 checked as the alternative	event:life-of-christ.crucifixion (the event-level note, displayed with every claim on the event)	src/sources/chronology/events.yaml	ALREADY APPLIED IN THE WORKING TREE and re-verified: the shared event-level note now quotes Mark 15:33 in full and verbatim from the tracked Douay in place of the remembered "from the sixth hour to the ninth hour". No further edit is proposed.		yes	Applied at 13:45 today while I was working, evidently from pkg-REGRESS LEAD-018, which names the same string in the same note. I re-checked the applied wording character for character against the tracked text: the note now reads "And when the sixth hour was come, there was darkness over the whole earth until the ninth hour", which is Mark 15:33 exactly, and it keeps the citation at Mark 15:25,33-34 rather than re-citing Matthew. The remembered form was in neither tracked text - Matt 27:45 reads "Now from the sixth hour, there was darkness over the whole earth, until the ninth hour". Mark 15:25 and John 19:14 in the same sentence were re-checked and are verbatim. Nothing outstanding; S4-005 in this package is the same string and is likewise discharged.
S4-005	event:life-of-christ.crucifixion#5	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:Mark.15.33	Mark 15:33, tracked Douay-Rheims; and Maas, "Chronology of the Life of Jesus Christ", CE vol. 8 (1910), whose claim itself needs nothing	event:life-of-christ.crucifixion (shared event-level note; claim #5 itself unchanged)	src/sources/chronology/events.yaml	No edit of its own, and none needed: this finding names the same string in the same shared event-level note as S3-001, and that string was corrected in the working tree at 13:45 today.		yes	DELIBERATELY EMPTY, not withdrawn. The defect was real and is now corrected: the shared event-level note quotes Mark 15:33 verbatim from the tracked Douay. This finding, S3-001 in this same package and LEAD-018 in pkg-REGRESS are three names for one substring, and it has been fixed once. Claim #5's own basis quotations, its month-day precision with no year, its hebrew calendar and its disputed disposition were all re-checked and need nothing. The "duobus Geminis coss." clause elsewhere in the same note remains unverifiable in this lane - artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03724b-0b10cf9e is registered with hash and provenance but storage = remote with no retained bytes - and it asserts no date of its own here; I have not touched it.
S4-011	event:israel.judges.capture-of-the-ark#0	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:1Kings.4.11	1 Kings 4:11	event:israel.judges.capture-of-the-ark#0	src/sources/chronology/events.yaml	Deduplicated with A7-017, which owns the anchor/duration class and made the same correction: the claim's display label no longer shows the ANCHOR's duration ('he judged Israel forty years') as this event's own date. A query at 1 Kings 4:11 now reads 'on the day the ark of God was taken, at the close of Heli's judgeship'. The forty years stand where they belong, as the duration on israel.judges.heli-judgeship.	tools/tpt scripture-chronology query 1Kings.4.11	yes	Two auditors found the same claim from different classes; corrected once, by A7-017.
S6-002	event:israel.exile.first-captivity#0	minor	CHANGES_REQUIRED	fixed	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Ps.70.1; artifact PDF page 776, visible printed p. 740, the note to verse 1	event:israel.exile.first-captivity#0 (already corrected)	src/sources/chronology/events.yaml	ALREADY APPLIED IN THE WORKING TREE and re-verified: the basis no longer puts quotation marks round "explicitly attributed to Usher" and instead quotes the printed chronology with its trailing siglum. No further edit is proposed.		yes	Applied at 13:39 today, evidently from pkg-PROFILE E2-006, which is the same finding on the same claim. I checked the applied wording against the retained facsimile page. It is right, and it does two things my own draft would have done: it corrects the paraphrase "when Jerusalem was destroyed" to the page's "when the city was destroyed", and it adds a note recording that the retained OCR renders "A.M." as "A.M:" and the second figure's leading 3 as an 8, while the passage record, read from the page image, gives 3398, 3405 and 3416. That is the right disposition of a quotation whose only retained witness is an OCR: the printed figures are quoted from the record and the OCR damage is disclosed rather than reproduced. Nothing outstanding.
S6-011	event:apostolic-age.saint-paul-first-roman-captivity#1	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", CE vol. 3 (1908), retained text line 229, the section on the chronology of the Acts of the Apostles	event:apostolic-age.saint-paul-first-roman-captivity#1	src/sources/chronology/events.yaml	The sentence the begin endpoint actually rests on is added to the basis with its hedge intact and with the three reconstructions Howlett prints and does not adopt, and a note is added saying that the range's begin endpoint is hedged where its end is not. Endpoints, precision and disposition stand.		yes	The claim had no note at all, so one is added rather than only extending the basis: the asymmetry between the two endpoints is a fact about the claim and not about the source's wording. Blass's warning, which the finding flagged for the lead's eye, is recorded in that note where it governs - Howlett quotes it at the head of this very section, of the chronology of Acts. The retained page's spacing ("in Judea .") is preserved inside the quotation, as it is elsewhere in this corpus. SS4.3 is unaffected: Harnack, Lightfoot and Ramsay are quoted as reconstructions Howlett prints and rejects, and no claim is authored from them. SS10.0 is unaffected: the rank-1 duration from Acts 28:30 stays a `duration` on the same event and is not turned into an offset.
V-017	coverage.native.named-systems-omitted	minor	CHANGES_REQUIRED	fixed		scripts/_chronology.py native_coverage	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py	Coverage now reports the systems this repository can name but cannot enumerate - septuagint, nova-vulgata and nab, which `_commentary` declares and for which chronology holds no concordance - as `enumerable: false` with the reason, rather than omitting them. §9.3 requires exactly that, and the branch that emits it was unreachable for the names it was written for.	tools/tpt scripture-chronology coverage --json	yes	Commit 41e7fe0bb.
